ID Inmueble,Tipo,Título,Calle,Barrio,Distrito,Ciudad,Área,Precio,Comunidad,Precio/m²,Características,Habitaciones,Baños,Referencia,Anunciante,Nombre Anunciante,Última Actualización,Teléfono,URL
103013201,venta,"Ático en venta en calle Santa Cecilia, 24","
Calle Santa Cecilia, 24
","
Barrio Zona Juan de Borbón
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",397.265€,,2.817 €/m²,"['141 m² construidos', '4 habitaciones', '3 baños', 'Terraza', 'Promoción de obra nueva', ' exterior', 'Con ascensor']",4 habitaciones,3 baños,Esc 1 Ático B,Profesional,Open Club Inmogestion,Anuncio actualizado el 1 de febrero,34868355616.0,https://www.idealista.com/inmueble/103013201/
105670862,venta,Piso en venta en calle Cartagena,"
Calle Cartagena
","
Barrio El Carmen
","
Distrito Sur
","
Murcia
","
Área de Murcia, Murcia
",129.000€,,1.612 €/m²,"['Alquilada, con inquilinos', '80 m² construidos, 66 m² útiles', '1 habitación', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 1963', 'Calefacción individual', 'Planta 4ª exterior', 'Con ascensor']","80 m² construidos, 66 m² útiles",1 habitación,3431-16319,Profesional,Ana Rosa JP,Anuncio actualizado el 21 de agosto,34626171941.0,https://www.idealista.com/inmueble/105670862/
105670961,venta,Piso en venta en calle de la Gloria,"
Calle de la Gloria
","
Barrio San Juan
","
Distrito Centro
","
Murcia
","
Área de Murcia, Murcia
",135.000€,,2.143 €/m²,"['Alquilada, con inquilinos', '63 m² construidos, 59 m² útiles', '1 habitación', '1 baño', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Construido en 2005', 'Calefacción individual: Bomba de frío/calor', 'Planta 3ª exterior', 'Con ascensor']","63 m² construidos, 59 m² útiles",1 habitación,3431-16320,Profesional,Ana Rosa JP,Anuncio actualizado el 10 de agosto,34626171941.0,https://www.idealista.com/inmueble/105670961/
105495073,venta,"Piso en venta en plaza Brigada Paracaidista, 5","
Plaza Brigada Paracaidista, 5
","
Barrio Zona Juan Carlos I
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",169.500€,,3.390 €/m²,"['50 m² construidos', '1 habitación', '1 baño', 'Terraza', 'Plaza de garaje incluida en el precio', 'Promoción de obra nueva', 'Planta 1ª exterior', 'Con ascensor']",1 habitación,1 baño,VI-0 -04 -01 -G,Promotora,AEDAS HOMES,Anuncio actualizado el 12 de agosto,34868355879.0,https://www.idealista.com/inmueble/105495073/
104967298,venta,"Piso en venta en plaza Brigada Paracaidista, 5","
Plaza Brigada Paracaidista, 5
","
Barrio Zona Juan Carlos I
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",240.500€,,3.387 €/m²,"['71 m² construidos', '2 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Promoción de obra nueva', 'Planta 4ª exterior', 'Con ascensor']",2 habitaciones,2 baños,VI-1 -2 -04 -B,Promotora,AEDAS HOMES,Anuncio actualizado el 12 de agosto,34868355879.0,https://www.idealista.com/inmueble/104967298/
104026839,venta,"Piso en venta en plaza Brigada Paracaidista, 5","
Plaza Brigada Paracaidista, 5
","
Barrio Zona Juan Carlos I
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",325.000€,,2.708 €/m²,"['120 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Promoción de obra nueva', 'Planta 1ª exterior', 'Con ascensor']",3 habitaciones,2 baños,VI-1 -3 -01 -D,Promotora,AEDAS HOMES,Anuncio actualizado el 12 de agosto,34868355879.0,https://www.idealista.com/inmueble/104026839/
104525565,venta,Piso en venta en El Ranero-San Basilio,"
Barrio El Ranero-San Basilio
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",,250.000€,,2.000 €/m²,"['125 m² construidos', '4 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, este', 'Construido en 2001', 'No dispone de calefacción', 'Planta 3ª exterior', 'Con ascensor']",4 habitaciones,2 baños,12151AD,Profesional,VIVENTA GRUPO INMOBILIARIO,Anuncio actualizado el 8 de agosto,34868350047.0,https://www.idealista.com/inmueble/104525565/
103441982,venta,Piso en venta en avenida Francisco Jiménez Ruiz s/n,"
Avenida Francisco Jiménez Ruiz s/n
","
Barrio Zona Juan Carlos I
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",228.000€,,3.081 €/m²,"['74 m² construidos, 56 m² útiles', '2 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Promoción de obra nueva', 'Armarios empotrados', 'Trastero', 'Orientación norte, oeste', 'Planta 1ª', 'Con ascensor']",2 habitaciones,2 baños,a1QS70000005iRpMAI,Promotora,AQ Acentor,Anuncio actualizado el 19 de agosto,34919387183.0,https://www.idealista.com/inmueble/103441982/
103441985,venta,Piso en venta en avenida Francisco Jiménez Ruiz s/n,"
Avenida Francisco Jiménez Ruiz s/n
","
Barrio Zona Juan Carlos I
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",170.000€,,3.269 €/m²,"['52 m² construidos, 38 m² útiles', '1 habitación', '1 baño', 'Terraza', 'Plaza de garaje incluida en el precio', 'Promoción de obra nueva', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Planta 1ª', 'Con ascensor']",1 habitación,1 baño,a1QS70000005iRuMAI,Promotora,AQ Acentor,Anuncio actualizado el 31 de mayo,34919387183.0,https://www.idealista.com/inmueble/103441985/
104970399,venta,Piso en venta en Zona Juan de Borbón,"
Barrio Zona Juan de Borbón
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",,269.000€,,2.690 €/m²,"['100 m² construidos, 90 m² útiles', '3 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, oeste', 'Construido en 2010', 'Calefacción individual', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,2 baños,12169AD,Profesional,VIVENTA GRUPO INMOBILIARIO,Anuncio actualizado el 8 de agosto,34868350047.0,https://www.idealista.com/inmueble/104970399/
104496357,venta,Piso en venta en San Miguel,"
Barrio San Miguel
","
Distrito Centro
","
Murcia
","
Área de Murcia, Murcia
",,315.000€,,2.625 €/m²,"['120 m² construidos, 93 m² útiles', '4 habitaciones', '2 baños', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 1972', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 6ª exterior', 'Con ascensor']",4 habitaciones,2 baños,12149SA,Profesional,VIVENTA GRUPO INMOBILIARIO,Anuncio actualizado el 15 de mayo,34868350047.0,https://www.idealista.com/inmueble/104496357/
100898321,venta,Piso en venta en Zona Juan de Borbón,"
Barrio Zona Juan de Borbón
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",,245.000€,,2.112 €/m²,"['116 m² construidos, 96 m² útiles', '3 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 2012', 'Calefacción individual', 'Planta 6ª exterior', 'Con ascensor']",3 habitaciones,2 baños,12000AD,Profesional,VIVENTA GRUPO INMOBILIARIO,Anuncio actualizado el 8 de agosto,34868350047.0,https://www.idealista.com/inmueble/100898321/
105106800,venta,Piso en venta en avenida Don Juan de Borbón,"
Avenida Don Juan de Borbón
","
Barrio Zona Juan de Borbón
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",398.300€,,3.434 €/m²,"['116 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,2 baños,56329,Profesional,The Simple Rent,Anuncio actualizado el 7 de junio,34868355585.0,https://www.idealista.com/inmueble/105106800/
104695928,venta,Piso en venta en calle Torre Álvarez,"
Calle Torre Álvarez
","
Barrio Vista Alegre
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",450.000€,,3.000 €/m²,"['150 m² construidos, 125 m² útiles', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 1992', 'Calefacción individual', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,2 baños,S157MN,Profesional,Murcia Norte Agrupación Inmobiliaria,Anuncio actualizado el 9 de agosto,34868350006.0,https://www.idealista.com/inmueble/104695928/
104795880,venta,Piso en venta en avenida Francisco Jiménez Ruiz s/n,"
Avenida Francisco Jiménez Ruiz s/n
","
Barrio Zona Juan Carlos I
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",326.000€,,2.991 €/m²,"['109 m² construidos, 82 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Promoción de obra nueva', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Planta 2ª', 'Con ascensor']",3 habitaciones,2 baños,a1QS70000005iSAMAY,Promotora,AQ Acentor,Anuncio actualizado el 31 de mayo,34919387183.0,https://www.idealista.com/inmueble/104795880/
105485685,venta,Dúplex en venta en calle Rosales,"
Calle Rosales
","
Barrio La Alberca
","
Distrito Pedanías Este
","
Murcia
","
Área de Murcia, Murcia
",165.000€,,1.375 €/m²,"['120 m² construidos, 110 m² útiles', '4 habitaciones', '3 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2007', 'Calefacción central', 'Planta 3ª exterior', 'Con ascensor']",4 habitaciones,3 baños,VM-3,Profesional,Viviendas Con Estilo,Anuncio actualizado el 9 de agosto,34868483143.0,https://www.idealista.com/inmueble/105485685/
105680030,venta,Piso en venta en Gran Vía del Escultor Francisco Salzillo,"
Gran Vía del Escultor Francisco Salzillo
","
Barrio Santa Catalina-San Bartolomé
","
Distrito Centro
","
Murcia
","
Área de Murcia, Murcia
",650.000€,,4.194 €/m²,"['155 m² construidos', '3 habitaciones', '3 baños', 'Balcón', 'Segunda mano/buen estado', 'Construido en 1962', 'Calefacción central', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 10ª exterior', 'Con ascensor']",3 habitaciones,3 baños,001367,Profesional,PROMARHOGAR,Anuncio actualizado el 19 de agosto,34868350137.0,https://www.idealista.com/inmueble/105680030/
89979999,venta,Ático en venta en San Lorenzo,"
Barrio San Lorenzo
","
Distrito Centro
","
Murcia
","
Área de Murcia, Murcia
",,1.100.000€,,2.517 €/m²,"['437 m² construidos, 407 m² útiles', '8 habitaciones', '3 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Trastero', 'Orientación este', 'Construido en 1974', 'Calefacción central', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 8ª exterior', 'Con ascensor']",8 habitaciones,3 baños,BREXM00898,Profesional,Brextom Properties,Anuncio actualizado el 8 de agosto,34868350254.0,https://www.idealista.com/inmueble/89979999/
104333448,venta,Piso en venta en Santa María de Gracia,"
Barrio Santa María de Gracia
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",,285.000€,,2.689 €/m²,"['106 m² construidos, 90 m² útiles', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, este', 'Construido en 1969', 'Calefacción central', 'Planta 1ª exterior', 'Con ascensor']",3 habitaciones,2 baños,12145AD,Profesional,VIVENTA GRUPO INMOBILIARIO,Anuncio actualizado el 1 de abril,34868350047.0,https://www.idealista.com/inmueble/104333448/
105128445,venta,Piso en venta en El Carmen,"
Barrio El Carmen
","
Distrito Sur
","
Murcia
","
Área de Murcia, Murcia
",,130.000€,,1.092 €/m²,"['119 m² construidos, 110 m² útiles', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1986', 'No dispone de calefacción', 'Planta 4ª exterior', 'Con ascensor']",3 habitaciones,2 baños,12178AD,Profesional,VIVENTA GRUPO INMOBILIARIO,Anuncio actualizado el 28 de junio,34868350047.0,https://www.idealista.com/inmueble/105128445/
104904747,venta,Piso en venta en San Juan,"
Barrio San Juan
","
Distrito Centro
","
Murcia
","
Área de Murcia, Murcia
",,155.000€,,1.550 €/m²,"['100 m² construidos, 97 m² útiles', '4 habitaciones', '2 baños', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1978', 'Calefacción individual', 'Planta 2ª exterior', 'Con ascensor']",4 habitaciones,2 baños,12167AD,Profesional,VIVENTA GRUPO INMOBILIARIO,Anuncio actualizado el 29 de mayo,34868350047.0,https://www.idealista.com/inmueble/104904747/
89984681,venta,Ático en venta en Zona Juan de Borbón,"
Barrio Zona Juan de Borbón
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",,395.000€,,1.927 €/m²,"['205 m² construidos, 190 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este, oeste', 'Construido en 2004', 'Calefacción central', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,2 baños,BREXM00929,Profesional,Brextom Properties,Anuncio actualizado el 8 de agosto,34868350254.0,https://www.idealista.com/inmueble/89984681/
104147854,venta,Ático en venta en Ronda Sur,"
Barrio Ronda Sur
","
Distrito Sur
","
Murcia
","
Área de Murcia, Murcia
",,412.000€,,3.433 €/m²,"['120 m² construidos, 105 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Calefacción central', 'Planta 8ª exterior', 'Con ascensor']",4 habitaciones,2 baños,BREXM01571,Profesional,Brextom Properties,Anuncio actualizado el 8 de agosto,34868350254.0,https://www.idealista.com/inmueble/104147854/
104053364,venta,Piso en venta en Ronda Sur,"
Barrio Ronda Sur
","
Distrito Sur
","
Murcia
","
Área de Murcia, Murcia
",,299.000€,,2.300 €/m²,"['130 m² construidos, 110 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Calefacción central', 'Planta 6ª exterior', 'Con ascensor']",3 habitaciones,2 baños,BREXM01568,Profesional,Brextom Properties,Anuncio actualizado el 15 de mayo,34868350254.0,https://www.idealista.com/inmueble/104053364/
90906129,venta,Casa o chalet independiente en venta en El Palmar,"
Barrio El Palmar
","
Distrito Pedanías Oeste
","
Murcia
","
Área de Murcia, Murcia
",,289.000€,,1.314 €/m²,"[' Casa o chalet independiente', '2 plantas', '220 m² construidos, 190 m² útiles', '2 habitaciones', '2 baños', 'Parcela de 1.750 m²', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Construido en 1999', 'Calefacción central: Gasoil']",2 plantas,"220 m² construidos, 190 m² útiles",BREXM00973,Profesional,Brextom Properties,Anuncio actualizado el 28 de mayo,34868350254.0,https://www.idealista.com/inmueble/90906129/
105195394,venta,Casa o chalet independiente en venta en carril de la Esparza,"
Carril de la Esparza
","
Barrio La Arboleja
","
Distrito Pedanías Oeste
","
Murcia
","
Área de Murcia, Murcia
",590.000€,,2.935 €/m²,"[' Casa o chalet independiente', '2 plantas', '201 m² construidos', '4 habitaciones', '3 baños', 'Parcela de 779 m²', 'Segunda mano/buen estado', 'Construido en 1991', 'No dispone de calefacción']",2 plantas,201 m² construidos,30-72-05757,Profesional,Abad Grupo Inmobiliario,Anuncio actualizado el 25 de julio,34868350159.0,https://www.idealista.com/inmueble/105195394/
103242612,venta,Casa o chalet independiente en venta en El Esparragal,"
Barrio El Esparragal
","
Distrito Pedanías Norte
","
Murcia
","
Área de Murcia, Murcia
",,395.000€,,737 €/m²,"[' Casa o chalet independiente', '1 planta', '536 m² construidos, 430 m² útiles', '6 habitaciones', '2 baños', 'Parcela de 795 m²', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Construido en 2010', 'Calefacción individual', 'Acceso y vivienda adaptados para personas con movilidad reducida']",1 planta,"536 m² construidos, 430 m² útiles",MOB-190,Profesional,Murcia Norte Agrupación Inmobiliaria,Anuncio actualizado el 19 de agosto,34868350006.0,https://www.idealista.com/inmueble/103242612/
105650439,venta,Piso en venta en calle Capitán Balaca,"
Calle Capitán Balaca
","
Barrio Vistabella
","
Distrito Centro
","
Murcia
","
Área de Murcia, Murcia
",119.000€,,1.400 €/m²,"['85 m² construidos', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Orientación este', 'Construido en 1955', 'Bajo exterior', 'Con ascensor']",2 habitaciones,1 baño,22356,Profesional,corporación inmobiliaria,Anuncio actualizado el 26 de agosto,34868350663.0,https://www.idealista.com/inmueble/105650439/
104449249,venta,"Piso en venta en plaza Brigada Paracaidista, 2","
Plaza Brigada Paracaidista, 2
","
Urb. Juan Carlos I
","
Barrio Zona Juan Carlos I
","
Distrito Norte
","
Murcia
",279.999€,,2.545 €/m²,"['110 m² construidos, 97 m² útiles', '3 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 2012', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 9ª exterior', 'Con ascensor']",3 habitaciones,2 baños,M719,Profesional,CASA LIDER,Anuncio actualizado el 18 de julio,34868355333.0,https://www.idealista.com/inmueble/104449249/
105164214,venta,Dúplex en venta en senda de Granada,"
Senda de Granada
","
Barrio Zona Juan de Borbón
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",262.000€,,2.519 €/m²,"['104 m² construidos', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2009', 'No dispone de calefacción', 'Planta 4ª exterior', 'Con ascensor']",3 habitaciones,2 baños,P1091,Profesional,Expoviviendas,Anuncio actualizado el 8 de agosto,34868350855.0,https://www.idealista.com/inmueble/105164214/
105563034,venta,Casa o chalet independiente en venta en calle Miguel Gallego Alcaraz,"
Calle Miguel Gallego Alcaraz
","
Barrio Vistabella
","
Distrito Centro
","
Murcia
","
Área de Murcia, Murcia
",515.750€,,2.947 €/m²,"[' Casa o chalet independiente', '1 planta', '175 m² construidos, 150 m² útiles', '3 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este, oeste', 'Construido en 2018', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida']",1 planta,"175 m² construidos, 150 m² útiles",I18371,Profesional,Inmobimurcia Infante Juan Manuel,Anuncio actualizado el 30 de julio,34868350637.0,https://www.idealista.com/inmueble/105563034/
103795621,venta,Chalet adosado en venta en calle San Cristóbal,"
Calle San Cristóbal
","
Barrio Espinardo
","
Distrito Pedanías Norte
","
Murcia
","
Área de Murcia, Murcia
",129.900€,,1.237 €/m²,"[' Chalet adosado', '105 m² construidos, 92 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 2002', 'No dispone de calefacción']","105 m² construidos, 92 m² útiles",3 habitaciones,VVAD0051,Profesional,VITALITY VIVIENDAS,Anuncio actualizado el 18 de junio,34965024319.0,https://www.idealista.com/inmueble/103795621/
105550331,venta,Dúplex en venta en avenida Don Juan de Borbón,"
Avenida Don Juan de Borbón
","
Barrio Zona Juan de Borbón
","
Distrito Norte
","
Murcia
","
Área de Murcia, Murcia
",675.000€,,5.400 €/m²,"['125 m² construidos, 120 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 7ª exterior', 'Con ascensor']",3 habitaciones,2 baños,57638,Profesional,The Simple Rent,Anuncio actualizado el 6 de agosto,34868355585.0,https://www.idealista.com/inmueble/105550331/
102870131,venta,Dúplex en venta en calle de los Olivos,"
Calle de los Olivos
","
Barrio La Alberca
","
Distrito Pedanías Este
","
Murcia
","
Área de Murcia, Murcia
",239.950€,,1.621 €/m²,"['148 m² construidos, 130 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 2017', 'Calefacción central', 'Planta 2ª exterior', 'Con ascensor']",3 habitaciones,2 baños,S16102023-01,Profesional,Solvivienda,Anuncio actualizado el 26 de junio,34868350230.0,https://www.idealista.com/inmueble/102870131/
